# Netscape HTTP Cookie File
# https://curl.haxx.se/docs/http-cookies.html
# This file was generated by libcurl! Edit at your own risk.

.mmstat.com	TRUE	/	FALSE	1845279406	cna	k+GzE+x1Lh4CAXFuIyCuoxvo
.1688.com	TRUE	/	FALSE	1545554778	isg	BEhIJtWCh1rDH-vfBXDiOAf_GbZa8az7W26e0gL5l0O23ehHqgF8i95_UTetdmTT
login.taobao.com	FALSE	/	FALSE	1845279386	_uab_collina	152991938605537605764573
ynuf.alipay.com	FALSE	/	FALSE	1927526400	uid	b3fd5ffa816b56bc
.taobao.com	TRUE	/	FALSE	1545554778	isg	BCkpDmj6VmkK-2rc2SVg6GbvM9WD9h0oUtFfEcseu5BPkkmkE0Yt-BcgULSkEbVg
#HttpOnly_.ynuf.alipay.com	TRUE	/	TRUE	1561509012	umdata_	ED82BDCEC1AA6EB9783EC33E36751219FD4C4926D6E06B4AECC583A4437A4544A8E4D2CDDCAC10A3CD43AD3E795C914C0BD895923F59054B0E9C3A0B6E200D19
login.taobao.com	FALSE	/	FALSE	1561538781	_umdata	ED82BDCEC1AA6EB9783EC33E36751219FD4C4926D6E06B4AECC583A4437A4544A8E4D2CDDCAC10A3CD43AD3E795C914C0BD895923F59054B983FD3D392F664A5
#HttpOnly_.ynuf.aliapp.org	TRUE	/	TRUE	1561509014	umdata_	ED82BDCEC1AA6EB9783EC33E36751219FD4C4926D6E06B4AECC583A4437A4544A8E4D2CDDCAC10A3CD43AD3E795C914C0BD895923F59054B983FD3D392F664A5
passport.taobao.com	FALSE	/ac	FALSE	1845290464	_uab_collina	152993046408340302846925
passport.taobao.com	FALSE	/	FALSE	1561466476	_umdata	ED82BDCEC1AA6EB9783EC33E36751219FD4C4926D6E06B4AECC583A4437A4544A8E4D2CDDCAC10A3CD43AD3E795C914C63E6890DF31C2D76357A2E3FCF11065B
.taobao.com	TRUE	/	FALSE	1896134400	l	Avj4FW19EV/I/7Xk/PQvk3TLyKyKzFzr
passport.taobao.com	FALSE	/	FALSE	1845290475	_uab_collina	152993047580159712011156
.taobao.com	TRUE	/	FALSE	1530535308	mt	ci=0_0
.alibaba.com	TRUE	/	FALSE	1837516906	t	ca04fb6d5ab3df102faf586283be6d7a
#HttpOnly_.taobao.com	TRUE	/	FALSE	1532522508	uc3	nk2=&id2=&lg2=
.taobao.com	TRUE	/	FALSE	1561466508	tracknick	
.alibaba.com	TRUE	/	FALSE	1845290489	cna	k+GzE+x1Lh4CAXFuIyCuoxvo
.alibaba.com	TRUE	/	FALSE	1545482489	isg	BHp6kUGh9cVC5nmpVhocfoydy6CcK_4FpZRsBIRzJo3YdxqxbLtOFUAFw4GrfHad
.baidu.com	TRUE	/	FALSE	3677414178	BAIDUID	8A41AAFE1266FF8B441E0492E4018BF0:FG=1
.baidu.com	TRUE	/	FALSE	3677414178	BIDUPSID	8A41AAFE1266FF8B441E0492E4018BF0
.baidu.com	TRUE	/	FALSE	3677414178	PSTM	1529930552
